	Otu004_Prorocentrum	Otu008_Dinophyceae_X	Otu012_Gonyaulax	Otu015_Dinophyceae_X	Otu027_Karlodinium	Otu034_Dinophyceae_X	Otu040_Dinophyceae_X	Otu042_Dinophyceae_X	Otu001_Ostreococcus	Otu003_Bathycoccus	Otu025_Micromonas	Otu044_Micromonas	Otu032_Prasino_Clade_VII_A_4_X	Otu033_Ulva	Otu030_Teleaulax	Otu002_UCYN_A1_host	Otu009_Chrysochromulina	Otu020_Braarudosphaera	Otu022_Syracosphaera	Otu028_Emiliania	Otu039_Algirosphaera	Otu072_Prymnesiales_X	Otu005_Thalassiosira	Otu006_Pseudo_nitzschia	Otu023_Bacillariophyceae_X	Otu026_Cylindrotheca	Otu011_Chrysophyceae_Clade_C_X	Otu014_Chrysophyceae_Clade_G_X	Otu035_Chrysophyceae_Clade_G_X	Otu038_Chrysophyceae_Clade_G_X	Otu041_Chrysophyceae_Clade_I_X	Otu018_Pedinellales_X	Otu007_Pelagomonas	Otu001_nifH_UCYN_A1	Otu002_nifH_UCYN_A2	Otu004_nifH_UCYN_A3	Otu010_nifH_UCYN_A4
Otu039_Algirosphaera	0.186980717922	0.026112253556	0.0880488410136	-0.0669105701888	-0.0640271173723	-0.0618529556167	0.27558130568	0.153860134389	0.0965447925769	-0.0782463877032	0.0315629961602	-0.0140195731947	-0.0134825822304	-0.0407140373717	-0.0542207606442	-0.184453026569	0.186198853828	0.480521319651	0.234036150468	-0.105506159508	1.0	-0.0634350156515	-0.0993261663047	-0.126403836108	-0.0627593379226	-0.0530589979616	0.0386672100733	-0.0975786678737	-0.171847199299	-0.168526138371	-0.094229864073	-0.118512668062	0.117976766634	-0.100867796526	0.0961306023211	-0.105666147638	0.232936973554
Otu072_Prymnesiales_X	-0.0360012662438	-0.142070950761	-0.108253761411	0.0382173048951	0.0102062157151	0.142212348917	0.229000082573	-0.141342452561	-0.193157132282	-0.283094144601	-0.271633444414	0.088823214403	-0.106524471687	0.222542171731	0.0647788720499	0.218856012049	0.178264692386	-0.0575829894408	-0.149399036154	0.0207677345445	-0.0634350156515	1.0	-0.0883144197739	0.0872540981628	0.110161585937	0.173481695059	-0.134422679632	0.069538967564	0.112537964371	0.0526537823944	0.194241176565	0.141718106478	-0.227168525105	0.058207666798	0.0866749420729	-0.176505100495	0.186652657214
Otu005_Thalassiosira	0.0988891393677	0.131530915468	0.224545688606	0.0334798398665	-0.0208914474235	-0.103948014596	0.0583474775854	-0.178213569788	0.137852072129	-0.0645024538022	0.0147904427299	-0.1248017715	-0.127055806495	0.0954233951508	0.421142729722	-0.0978635305822	-0.0880766975209	-0.234150014616	0.13270517853	0.296485656623	-0.0993261663047	-0.0883144197739	1.0	0.695715583135	-0.111617714788	-0.0383787613656	-0.201612223347	0.0251844764742	-0.0740175613861	0.147429778532	0.174041058025	-0.121780377506	0.231754586272	-0.0746793398566	-0.141856995336	-0.00617183458717	-0.0539045075788
Otu006_Pseudo_nitzschia	0.22873363149	0.0907009183651	0.00998912206858	0.0169174042499	-0.10446054785	0.0548507455441	-0.0743319014791	-0.112532592151	-0.0122672437509	-0.0969330134457	0.0212483297386	-0.183344048613	-0.0903554058193	0.263094269893	0.537555068413	-0.113987540445	-0.0798626378685	-0.0372756612157	-0.0114898729959	0.317644651421	-0.126403836108	0.0872540981628	0.695715583135	1.0	-0.068386229046	0.155733298876	-0.0221976766925	-0.0880990807389	-0.025855033846	-0.0220688839925	0.124204201074	-0.244056835328	0.0727142881408	-0.105376604508	0.093002067878	-0.00575543408278	0.0862434031798
Otu023_Bacillariophyceae_X	-0.224742741885	-0.0658097447206	0.182381925512	-0.180101036055	-0.0141250773183	0.212528577649	-0.112207739458	-0.0020333287406	-0.321907341455	0.0454845318254	-0.0424601242247	-0.0896711599727	0.0180500633501	-0.0380072538572	0.135269989117	0.0271818492654	-0.0378513986634	-0.157363674179	-0.0692240354751	0.0956904646771	-0.0627593379226	0.110161585937	-0.111617714788	-0.068386229046	1.0	0.0974517171274	-0.0826975697632	0.176132471995	0.211434351476	0.161205417268	0.394926019336	0.0927536875126	-0.117867699508	0.15760626869	0.000429540678827	0.0547457249757	-0.0617069651609
Otu026_Cylindrotheca	-0.124550923008	-0.0245273982405	-0.10400013432	0.0295493360879	0.0534869604942	-0.0400142420061	0.0372798203624	0.012276683464	-0.223549475624	-0.0911525406901	-0.0206754127711	-0.0556952625963	0.00144330042139	0.522445544188	0.153948831026	0.0344950246005	-0.0742627765281	0.0573574378055	-0.0185650072684	-0.0471767762792	-0.0530589979616	0.173481695059	-0.0383787613656	0.155733298876	0.0974517171274	1.0	0.073701995602	0.12639468263	0.00426708338145	0.0306749845004	0.0337462774888	-0.23117032303	-0.138660119249	0.11851964785	0.0497813988738	0.0987987637993	0.137717965871
Otu011_Chrysophyceae_Clade_C_X	0.203308642801	0.228001157861	-0.27356076602	0.142728425899	0.167355178074	-0.0912669570922	-0.121081015206	-0.0133149850643	0.00754212484302	0.236717871598	0.0674405299885	-0.0279932804069	0.0136896275094	-0.0255689993598	-0.075945913229	-0.045859289702	0.0310216816335	0.253320268358	-0.0652194889555	-0.0293202869802	0.0386672100733	-0.134422679632	-0.201612223347	-0.0221976766925	-0.0826975697632	0.073701995602	1.0	-0.00231723589675	-0.0122301905548	-0.0306549834442	-0.24198635411	0.0208522758854	-0.0475900336528	-0.0904960826005	0.0153832489448	-0.0324556131474	0.0434460652632
Otu014_Chrysophyceae_Clade_G_X	-0.191348706864	0.286308320682	0.11081242715	-0.0258167909333	-0.0565228687976	-0.114849589256	-0.0934725794904	-0.286910775623	-0.0499728627775	-0.166612368329	-0.30256978825	-0.119486836274	-0.0646628239372	0.0163345732371	-0.09361067315	0.185742153318	0.130042033005	-0.181177120178	-0.00480125351769	0.0687277876595	-0.0975786678737	0.069538967564	0.0251844764742	-0.0880990807389	0.176132471995	0.12639468263	-0.00231723589675	1.0	0.0228704019523	0.29563151025	0.121109323423	0.27683727525	0.118637883092	0.122714936168	-0.0485733754913	-0.117606992435	-0.0903093556211
Otu035_Chrysophyceae_Clade_G_X	-0.0227262974248	-0.134749638498	-0.0952241093321	-0.143246201701	-0.0696742754027	0.103917894782	-0.168765820373	-0.0551604869813	-0.0391025298056	0.0849731150801	-0.0912843270112	0.154625313604	0.0676596854386	-0.0841810697126	-0.11238796171	0.083614066664	0.133862657459	-0.0639861108158	-0.17487656222	0.0549474251494	-0.171847199299	0.112537964371	-0.0740175613861	-0.025855033846	0.211434351476	0.00426708338145	-0.0122301905548	0.0228704019523	1.0	0.335335182149	0.4277534138	0.312311202302	-0.257690549164	0.0984094047188	0.183444696369	-0.127271551291	-0.0596919025578
Otu038_Chrysophyceae_Clade_G_X	-0.0473852041689	0.274762522215	0.0286034478547	-0.0507743744093	-0.109355231726	-0.137178309182	-0.0697664688792	-0.175988557587	-0.0312960492746	-0.227068711022	-0.0738679400066	-0.094205943951	-0.0212277596578	-0.0244468311364	-0.136878634503	0.221143437571	0.0152838118779	-0.223874627621	-0.0390081720669	0.0587046703591	-0.168526138371	0.0526537823944	0.147429778532	-0.0220688839925	0.161205417268	0.0306749845004	-0.0306549834442	0.29563151025	0.335335182149	1.0	0.38729093324	0.252912254999	-0.112046720305	0.0944806194135	-0.247667764343	-0.259496862956	-0.1414971528
Otu041_Chrysophyceae_Clade_I_X	-0.0866348186373	0.0664343108483	0.0732711890767	-0.176289703238	-0.110986858571	0.223616370716	0.00228650620612	-0.110313333375	-0.269623954384	-0.271392548383	-0.164965069869	-0.0183260006025	-0.0873911823284	-0.0728148981711	0.271595973047	-0.0153662440557	-0.0503010415169	-0.249464794803	-0.0969573971039	0.34659884406	-0.094229864073	0.194241176565	0.174041058025	0.124204201074	0.394926019336	0.0337462774888	-0.24198635411	0.121109323423	0.4277534138	0.38729093324	1.0	0.13409083503	-0.0901077042011	0.125841634563	-0.0988551836978	-0.251097796597	-0.0992944813901
Otu018_Pedinellales_X	-0.0467510715271	0.213834964491	0.0325776324852	0.039040743211	-0.0406472955355	-0.124270990891	0.174341966126	-0.153444853896	-0.00542307669269	-0.126552859981	-0.103260071644	0.13440256676	-0.116663956386	-0.158199433547	-0.349126366697	0.159823464326	0.176367390882	-0.071338433969	0.0890853537123	-0.079872609293	-0.118512668062	0.141718106478	-0.121780377506	-0.244056835328	0.0927536875126	-0.23117032303	0.0208522758854	0.27683727525	0.312311202302	0.252912254999	0.13409083503	1.0	-0.187242042376	0.0944337696027	0.0637783935708	-0.157212378785	-0.082840017304
Otu007_Pelagomonas	-0.0126537706243	0.0902176508642	0.00670062273733	0.0543381074749	0.273155310597	0.0112284714718	0.0145776500623	-0.0154861953815	0.324186140104	0.25515282963	0.0946574573433	0.191084403616	-0.107247654198	-0.116664232916	0.262732519168	-0.25686701225	-0.146486605242	-0.0454771228585	-0.0659242871562	0.198398769816	0.117976766634	-0.227168525105	0.231754586272	0.0727142881408	-0.117867699508	-0.138660119249	-0.0475900336528	0.118637883092	-0.257690549164	-0.112046720305	-0.0901077042011	-0.187242042376	1.0	-0.103006756731	-0.118915754565	0.0260766238619	-0.268607150159
Otu001_nifH_UCYN_A1	-0.345712453758	-0.0148811070783	0.171078507752	0.0843913980004	-0.201746598224	0.155861887456	-0.094919742151	-0.209350134047	-0.605615676764	-0.255280208581	-0.202143963374	-0.158027672763	0.133014475015	0.165442644128	0.137554254249	0.41485069244	0.120683072745	-0.240274436428	0.286143426862	-0.0711741586157	-0.100867796526	0.058207666798	-0.0746793398566	-0.105376604508	0.15760626869	0.11851964785	-0.0904960826005	0.122714936168	0.0984094047188	0.0944806194135	0.125841634563	0.0944337696027	-0.103006756731	1.0	0.0859221024341	0.0248306321874	-0.180896529665
Otu002_nifH_UCYN_A2	0.0584942505085	-0.163184897761	-0.177291281953	-0.172876360433	-0.0243178518043	-0.103525493221	-0.0593931207215	0.0700690995135	-0.000387587723309	0.0107396175378	-0.0271507916926	0.130756106875	0.273296135461	-0.0598080816347	-0.0840138201494	-0.118910571366	0.14611230829	0.312531694756	-0.0611216106443	-0.274550801729	0.0961306023211	0.0866749420729	-0.141856995336	0.093002067878	0.000429540678827	0.0497813988738	0.0153832489448	-0.0485733754913	0.183444696369	-0.247667764343	-0.0988551836978	0.0637783935708	-0.118915754565	0.0859221024341	1.0	0.162172623158	0.183321962645
Otu004_nifH_UCYN_A3	-0.0906629867139	-0.218371741664	0.145286013595	-0.0126984879104	0.0614984480639	0.114550675053	-0.191780959914	0.327141520788	0.115739355464	0.283974557539	0.158048589892	-0.0822286091395	0.0766067625589	0.0330508159459	0.0235404670428	0.0829058419869	-0.0433317276569	0.192004451097	0.154751955624	-0.201541895199	-0.105666147638	-0.176505100495	-0.00617183458717	-0.00575543408278	0.0547457249757	0.0987987637993	-0.0324556131474	-0.117606992435	-0.127271551291	-0.259496862956	-0.251097796597	-0.157212378785	0.0260766238619	0.0248306321874	0.162172623158	1.0	-0.0596725955691
Otu010_nifH_UCYN_A4	0.277546910666	-0.0778954281495	-0.0747929323462	0.0785128296475	-0.0280666654768	0.00254567240242	0.249853480178	-0.0260444098987	0.116929428364	-0.144924295828	-0.017141601479	-0.104078291914	-0.0850180036746	0.042667451406	-0.0106917701639	-0.100257537598	0.0376632776318	0.22881946792	-0.0388180407987	-0.155599654503	0.232936973554	0.186652657214	-0.0539045075788	0.0862434031798	-0.0617069651609	0.137717965871	0.0434460652632	-0.0903093556211	-0.0596919025578	-0.1414971528	-0.0992944813901	-0.082840017304	-0.268607150159	-0.180896529665	0.183321962645	-0.0596725955691	1.0
